Store Name,City,County,State,Latitude,Longitude,Place Classification,Place Population,Place Store Count,"Place Stores per 10,000",Place Poverty Rate %,Place Poverty Count,County Total Population (ACS 2023),County Total Stores in County,"County Stores per 10,000",Adjusted County Density (excl. Place),Place Density > Adjusted County Density,County Poverty Rate %,County Poverty Count (ACS 2023),Place Density > County Density,Is Rural Store,Place Urban Population Share
Dollar General,Sylva,Jackson,NC,35.38,-83.21,"Rural (< 5,000)",2496,3,10.49,0.266,665.0,39227,6,1.53,0.82,Yes,0.193106788691463,7575,Yes,Yes,0.980993
Dollar General,Newport,Carteret,NC,34.713,-76.99,"Rural (< 5,000)",3905,5,10.73,0.099,387.0,67511,15,2.22,1.57,Yes,0.100442890788168,6781,Yes,Yes,0.913841
Dollar General,Newport,Carteret,NC,34.735,-76.853,"Rural (< 5,000)",3905,5,10.73,0.099,387.0,67511,15,2.22,1.57,Yes,0.100442890788168,6781,Yes,Yes,0.913841
Dollar General,Newport,Carteret,NC,34.698,-77.044,"Rural (< 5,000)",3905,5,10.73,0.099,387.0,67511,15,2.22,1.57,Yes,0.100442890788168,6781,Yes,Yes,0.913841
Dollar General,Newport,Carteret,NC,34.727,-76.93,"Rural (< 5,000)",3905,5,10.73,0.099,387.0,67511,15,2.22,1.57,Yes,0.100442890788168,6781,Yes,Yes,0.913841
Dollar General,Newport,Carteret,NC,34.792,-76.877,"Rural (< 5,000)",3905,5,10.73,0.099,387.0,67511,15,2.22,1.57,Yes,0.100442890788168,6781,Yes,Yes,0.913841
Dollar General,Garysburg,Northampton,NC,36.449,-77.56,"Rural (< 5,000)",636,1,10.99,0.167,106.0,16573,7,4.22,3.76,Yes,0.199782779219212,3311,Yes,Yes,0.977876
Dollar General,Magnolia,Duplin,NC,34.897,-78.054,"Rural (< 5,000)",1109,1,11.07,0.356,395.0,48673,14,2.88,2.73,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Burnsville,Yancey,NC,35.916,-82.303,"Rural (< 5,000)",2023,2,11.1,0.255,515.0,18543,2,1.08,0.0,Yes,0.149005015369681,2763,Yes,Yes,0.000000
Dollar General,Burnsville,Yancey,NC,35.908,-82.195,"Rural (< 5,000)",2023,2,11.1,0.255,515.0,18543,2,1.08,0.0,Yes,0.149005015369681,2763,Yes,Yes,0.000000
Dollar General,Knotts Island,Currituck,NC,36.531,-75.925,"Rural (< 5,000)",900,1,11.11,,,29434,6,2.04,1.75,Yes,0.0763742610586397,2248,Yes,Yes,
Dollar General,Point Harbor,Currituck,NC,36.096,-75.811,"Rural (< 5,000)",900,1,11.11,,,29434,6,2.04,1.75,Yes,0.0763742610586397,2248,Yes,Yes,
Dollar General,Bunnlevel,Harnett,NC,35.306,-78.781,"Rural (< 5,000)",806,1,11.11,0.0,0.0,133246,11,0.83,0.76,Yes,0.145355207661018,19368,Yes,Yes,0.000000
Dollar General,Whittier,Jackson,NC,35.426,-83.328,"Rural (< 5,000)",0,1,11.11,,0.0,39227,6,1.53,1.27,Yes,0.193106788691463,7575,Yes,Yes,0.000000
Dollar General,Rougemont,Person,NC,36.217,-78.926,"Rural (< 5,000)",877,1,11.11,0.023,20.0,38934,8,2.05,1.84,Yes,0.184466019417476,7182,Yes,Yes,0.000000
Dollar General,Louisburg,Franklin,NC,36.093,-78.165,"Rural (< 5,000)",2394,4,11.15,0.371,887.0,70540,10,1.42,0.88,Yes,0.100907286645875,7118,Yes,Yes,0.000000
Dollar General,Louisburg,Franklin,NC,36.178,-78.296,"Rural (< 5,000)",2394,4,11.15,0.371,887.0,70540,10,1.42,0.88,Yes,0.100907286645875,7118,Yes,Yes,0.000000
Dollar General,Louisburg,Franklin,NC,36.097,-78.297,"Rural (< 5,000)",2394,4,11.15,0.371,887.0,70540,10,1.42,0.88,Yes,0.100907286645875,7118,Yes,Yes,0.000000
Dollar General,Louisburg,Franklin,NC,36.187,-78.104,"Rural (< 5,000)",2394,4,11.15,0.371,887.0,70540,10,1.42,0.88,Yes,0.100907286645875,7118,Yes,Yes,0.000000
Dollar General,Elizabethtown,Bladen,NC,34.626,-78.606,"Rural (< 5,000)",3068,4,11.16,0.341,1047.0,29221,10,3.42,2.29,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Elizabethtown,Bladen,NC,34.648,-78.547,"Rural (< 5,000)",3068,4,11.16,0.341,1047.0,29221,10,3.42,2.29,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Elizabethtown,Bladen,NC,34.631,-78.617,"Rural (< 5,000)",3068,4,11.16,0.341,1047.0,29221,10,3.42,2.29,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Elizabethtown,Bladen,NC,34.8,-78.582,"Rural (< 5,000)",3068,4,11.16,0.341,1047.0,29221,10,3.42,2.29,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Kenansville,Duplin,NC,34.958,-77.969,"Rural (< 5,000)",1077,1,11.19,0.227,244.0,48673,14,2.88,2.73,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Cleveland,Rowan,NC,35.73,-80.695,"Rural (< 5,000)",1052,1,11.31,0.189,199.0,144491,18,1.25,1.19,Yes,0.158355883757466,22881,Yes,Yes,0.000000
Dollar General,Fair Bluff,Columbus,NC,34.315,-79.031,"Rural (< 5,000)",509,1,11.36,0.31,158.0,47923,17,3.55,3.37,Yes,0.187926465371534,9006,Yes,Yes,0.000000
Dollar General,Denton,Davidson,NC,35.629,-80.108,"Rural (< 5,000)",1246,2,11.37,0.151,188.0,169012,24,1.42,1.31,Yes,0.138256455162947,23367,Yes,Yes,0.000000
Dollar General,Denton,Davidson,NC,35.635,-80.112,"Rural (< 5,000)",1246,2,11.37,0.151,188.0,169012,24,1.42,1.31,Yes,0.138256455162947,23367,Yes,Yes,0.000000
Dollar General,Cooleemee,Davie,NC,35.812,-80.553,"Rural (< 5,000)",984,1,11.4,0.111,109.0,43186,9,2.08,1.9,Yes,0.0998008613902654,4310,Yes,Yes,0.000000
Dollar General,Columbia,Tyrrell,NC,35.919,-76.238,"Rural (< 5,000)",674,1,11.51,0.353,238.0,2812,1,3.56,0.0,Yes,0.208036984352774,585,Yes,Yes,0.000000
Dollar General,Taylorsville,Alexander,NC,35.922,-81.188,"Rural (< 5,000)",2224,3,11.51,0.278,619.0,34841,6,1.72,0.92,Yes,0.120662437932321,4204,Yes,Yes,0.000000
Dollar General,Taylorsville,Alexander,NC,35.97,-81.193,"Rural (< 5,000)",2224,3,11.51,0.278,619.0,34841,6,1.72,0.92,Yes,0.120662437932321,4204,Yes,Yes,0.000000
Dollar General,Taylorsville,Alexander,NC,35.841,-81.185,"Rural (< 5,000)",2224,3,11.51,0.278,619.0,34841,6,1.72,0.92,Yes,0.120662437932321,4204,Yes,Yes,0.000000
Dollar General,Andrews,Cherokee,NC,35.203,-83.823,"Rural (< 5,000)",1900,2,11.59,0.237,451.0,28841,7,2.43,1.86,Yes,0.146250130023231,4218,Yes,Yes,0.000000
Dollar General,Andrews,Cherokee,NC,35.2,-83.833,"Rural (< 5,000)",1900,2,11.59,0.237,451.0,28841,7,2.43,1.86,Yes,0.146250130023231,4218,Yes,Yes,0.000000
Dollar General,Rich Square,Northampton,NC,36.283,-77.279,"Rural (< 5,000)",663,1,11.63,0.294,195.0,16573,7,4.22,3.77,Yes,0.199782779219212,3311,Yes,Yes,0.000000
Dollar General,Tabor City,Columbus,NC,34.157,-78.861,"Rural (< 5,000)",2378,3,11.7,0.405,964.0,47923,17,3.55,3.07,Yes,0.187926465371534,9006,Yes,Yes,0.000000
Dollar General,Tabor City,Columbus,NC,34.102,-78.816,"Rural (< 5,000)",2378,3,11.7,0.405,964.0,47923,17,3.55,3.07,Yes,0.187926465371534,9006,Yes,Yes,0.000000
Dollar General,Tabor City,Columbus,NC,34.031,-78.639,"Rural (< 5,000)",2378,3,11.7,0.405,964.0,47923,17,3.55,3.07,Yes,0.187926465371534,9006,Yes,Yes,0.000000
Dollar General,Oriental,Pamlico,NC,35.04,-76.692,"Rural (< 5,000)",930,1,11.72,0.063,59.0,11433,4,3.5,2.86,Yes,0.123677075133386,1414,Yes,Yes,0.000000
Dollar General,Wilkesboro,Wilkes,NC,36.145,-81.312,"Rural (< 5,000)",3361,4,11.72,0.187,629.0,64649,14,2.17,1.63,Yes,0.164318086900029,10623,Yes,Yes,0.998101
Dollar General,Wilkesboro,Wilkes,NC,36.146,-81.161,"Rural (< 5,000)",3361,4,11.72,0.187,629.0,64649,14,2.17,1.63,Yes,0.164318086900029,10623,Yes,Yes,0.998101
Dollar General,Wilkesboro,Wilkes,NC,36.151,-81.208,"Rural (< 5,000)",3361,4,11.72,0.187,629.0,64649,14,2.17,1.63,Yes,0.164318086900029,10623,Yes,Yes,0.998101
Dollar General,Wilkesboro,Wilkes,NC,36.097,-81.176,"Rural (< 5,000)",3361,4,11.72,0.187,629.0,64649,14,2.17,1.63,Yes,0.164318086900029,10623,Yes,Yes,0.998101
Dollar General,Hiddenite,Alexander,NC,35.9,-81.093,"Rural (< 5,000)",224,1,11.76,0.375,84.0,34841,6,1.72,1.44,Yes,0.120662437932321,4204,Yes,Yes,0.000000
Dollar General,Pinnacle,Stokes,NC,36.324,-80.432,"Rural (< 5,000)",416,1,11.76,0.332,138.0,44124,8,1.81,1.6,Yes,0.119662768561327,5280,Yes,Yes,0.000000
Dollar General,North Wilkesboro,Wilkes,NC,36.236,-81.179,"Rural (< 5,000)",3830,5,11.78,0.211,808.0,64649,14,2.17,1.48,Yes,0.164318086900029,10623,Yes,Yes,0.957554
Dollar General,North Wilkesboro,Wilkes,NC,36.197,-81.152,"Rural (< 5,000)",3830,5,11.78,0.211,808.0,64649,14,2.17,1.48,Yes,0.164318086900029,10623,Yes,Yes,0.957554
Dollar General,North Wilkesboro,Wilkes,NC,36.16,-81.154,"Rural (< 5,000)",3830,5,11.78,0.211,808.0,64649,14,2.17,1.48,Yes,0.164318086900029,10623,Yes,Yes,0.957554
Dollar General,North Wilkesboro,Wilkes,NC,36.21,-81.056,"Rural (< 5,000)",3830,5,11.78,0.211,808.0,64649,14,2.17,1.48,Yes,0.164318086900029,10623,Yes,Yes,0.957554
Dollar General,North Wilkesboro,Wilkes,NC,36.145,-81.106,"Rural (< 5,000)",3830,5,11.78,0.211,808.0,64649,14,2.17,1.48,Yes,0.164318086900029,10623,Yes,Yes,0.957554
Dollar General,Star,Montgomery,NC,35.404,-79.784,"Rural (< 5,000)",1369,1,11.85,0.28,384.0,25033,6,2.4,2.11,Yes,0.160867654695802,4027,Yes,Yes,0.000000
Dollar General,Franklinton,Franklin,NC,36.141,-78.575,"Rural (< 5,000)",2562,3,12.01,0.108,276.0,70540,10,1.42,1.03,Yes,0.100907286645875,7118,Yes,Yes,0.000000
Dollar General,Franklinton,Franklin,NC,36.081,-78.54,"Rural (< 5,000)",2562,3,12.01,0.108,276.0,70540,10,1.42,1.03,Yes,0.100907286645875,7118,Yes,Yes,0.000000
Dollar General,Franklinton,Franklin,NC,36.103,-78.464,"Rural (< 5,000)",2562,3,12.01,0.108,276.0,70540,10,1.42,1.03,Yes,0.100907286645875,7118,Yes,Yes,0.000000
Dollar General,Tryon,Polk,NC,35.205,-82.238,"Rural (< 5,000)",1638,2,12.05,0.28,458.0,19354,6,3.1,2.26,Yes,0.136560917639764,2643,Yes,Yes,0.975672
Dollar General,Tryon,Polk,NC,35.248,-82.091,"Rural (< 5,000)",1638,2,12.05,0.28,458.0,19354,6,3.1,2.26,Yes,0.136560917639764,2643,Yes,Yes,0.975672
Dollar General,Candor,Montgomery,NC,35.296,-79.734,"Rural (< 5,000)",1278,1,12.06,0.223,285.0,25033,6,2.4,2.1,Yes,0.160867654695802,4027,Yes,Yes,0.000000
Dollar General,Fairmont,Robeson,NC,34.471,-79.2,"Rural (< 5,000)",2291,3,12.1,0.315,722.0,113440,28,2.47,2.25,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Fairmont,Robeson,NC,34.496,-79.112,"Rural (< 5,000)",2291,3,12.1,0.315,722.0,113440,28,2.47,2.25,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Fairmont,Robeson,NC,34.506,-79.112,"Rural (< 5,000)",2291,3,12.1,0.315,722.0,113440,28,2.47,2.25,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Maxton,Robeson,NC,34.761,-79.338,"Rural (< 5,000)",2383,3,12.16,0.431,1026.0,113440,28,2.47,2.25,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Maxton,Robeson,NC,34.638,-79.348,"Rural (< 5,000)",2383,3,12.16,0.431,1026.0,113440,28,2.47,2.25,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Maxton,Robeson,NC,34.742,-79.363,"Rural (< 5,000)",2383,3,12.16,0.431,1026.0,113440,28,2.47,2.25,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Ramseur,Randolph,NC,35.647,-79.617,"Rural (< 5,000)",1968,2,12.19,0.533,1048.0,143617,20,1.39,1.27,Yes,0.147649651503652,21205,Yes,Yes,0.000000
Dollar General,Ramseur,Randolph,NC,35.737,-79.659,"Rural (< 5,000)",1968,2,12.19,0.533,1048.0,143617,20,1.39,1.27,Yes,0.147649651503652,21205,Yes,Yes,0.000000
Dollar General,Mocksville,Davie,NC,35.884,-80.511,"Urban (5,000+)",5866,7,12.38,0.199,1167.0,43186,9,2.08,0.54,Yes,0.0998008613902654,4310,Yes,No,0.957119
Dollar General,Mocksville,Davie,NC,35.961,-80.535,"Urban (5,000+)",5866,7,12.38,0.199,1167.0,43186,9,2.08,0.54,Yes,0.0998008613902654,4310,Yes,No,0.957119
Dollar General,Mocksville,Davie,NC,35.926,-80.546,"Urban (5,000+)",5866,7,12.38,0.199,1167.0,43186,9,2.08,0.54,Yes,0.0998008613902654,4310,Yes,No,0.957119
Dollar General,Mocksville,Davie,NC,35.873,-80.555,"Urban (5,000+)",5866,7,12.38,0.199,1167.0,43186,9,2.08,0.54,Yes,0.0998008613902654,4310,Yes,No,0.957119
Dollar General,Mocksville,Davie,NC,36.028,-80.617,"Urban (5,000+)",5866,7,12.38,0.199,1167.0,43186,9,2.08,0.54,Yes,0.0998008613902654,4310,Yes,No,0.957119
Dollar General,Mocksville,Davie,NC,35.903,-80.691,"Urban (5,000+)",5866,7,12.38,0.199,1167.0,43186,9,2.08,0.54,Yes,0.0998008613902654,4310,Yes,No,0.957119
Dollar General,Mocksville,Davie,NC,35.917,-80.583,"Urban (5,000+)",5866,7,12.38,0.199,1167.0,43186,9,2.08,0.54,Yes,0.0998008613902654,4310,Yes,No,0.957119
Dollar General,Union Mills,Rutherford,NC,35.492,-81.979,"Rural (< 5,000)",800,1,12.5,,,63623,16,2.51,2.39,Yes,0.175974097417601,11196,Yes,Yes,
Dollar General,Deep Gap,Watauga,NC,36.239,-81.515,"Rural (< 5,000)",800,1,12.5,,,48636,6,1.23,1.05,Yes,0.246833621185953,12005,Yes,Yes,
Dollar General,Norwood,Stanly,NC,35.218,-80.114,"Rural (< 5,000)",3110,3,12.53,0.108,336.0,61509,15,2.44,2.05,Yes,0.142499471622039,8765,Yes,Yes,0.000000
Dollar General,Norwood,Stanly,NC,35.236,-80.137,"Rural (< 5,000)",3110,3,12.53,0.108,336.0,61509,15,2.44,2.05,Yes,0.142499471622039,8765,Yes,Yes,0.000000
Dollar General,Norwood,Stanly,NC,35.227,-80.223,"Rural (< 5,000)",3110,3,12.53,0.108,336.0,61509,15,2.44,2.05,Yes,0.142499471622039,8765,Yes,Yes,0.000000
Dollar General,Wagram,Scotland,NC,34.894,-79.361,"Rural (< 5,000)",899,1,12.55,0.089,80.0,32159,8,2.49,2.24,Yes,0.265679902982058,8544,Yes,Yes,0.000000
Dollar General,Conway,Northampton,NC,36.438,-77.229,"Rural (< 5,000)",721,1,12.67,0.309,223.0,16573,7,4.22,3.79,Yes,0.199782779219212,3311,Yes,Yes,0.000000
Dollar General,Robbinsville,Graham,NC,35.325,-83.801,"Rural (< 5,000)",577,1,12.82,0.367,212.0,7883,1,1.27,0.0,Yes,0.0870227070912089,686,Yes,Yes,0.000000
Dollar General,Alliance,Pamlico,NC,35.144,-76.79,"Rural (< 5,000)",768,1,12.82,0.176,135.0,11433,4,3.5,2.81,Yes,0.123677075133386,1414,Yes,Yes,0.000000
Dollar General,Woodland,Northampton,NC,36.335,-77.206,"Rural (< 5,000)",566,1,13.05,0.276,156.0,16573,7,4.22,3.75,Yes,0.199782779219212,3311,Yes,Yes,0.000000
Dollar General,Stantonsburg,Wilson,NC,35.607,-77.815,"Rural (< 5,000)",935,1,13.26,0.24,224.0,77254,12,1.55,1.44,Yes,0.210034431874078,16226,Yes,Yes,0.000000
Dollar General,Pembroke,Robeson,NC,34.687,-79.209,"Rural (< 5,000)",2593,4,13.31,0.437,1132.0,113440,28,2.47,2.17,Yes,0.28774682651622,32642,Yes,Yes,0.934113
Dollar General,Pembroke,Robeson,NC,34.748,-79.214,"Rural (< 5,000)",2593,4,13.31,0.437,1132.0,113440,28,2.47,2.17,Yes,0.28774682651622,32642,Yes,Yes,0.934113
Dollar General,Pembroke,Robeson,NC,34.707,-79.152,"Rural (< 5,000)",2593,4,13.31,0.437,1132.0,113440,28,2.47,2.17,Yes,0.28774682651622,32642,Yes,Yes,0.934113
Dollar General,Pembroke,Robeson,NC,34.706,-79.218,"Rural (< 5,000)",2593,4,13.31,0.437,1132.0,113440,28,2.47,2.17,Yes,0.28774682651622,32642,Yes,Yes,0.934113
Dollar General,Chocowinity,Beaufort,NC,35.517,-77.095,"Rural (< 5,000)",1090,1,13.32,0.342,373.0,44028,9,2.04,1.86,Yes,0.180135368401926,7931,Yes,Yes,0.977839
Dollar General,Holden Beach,Brunswick,NC,33.926,-78.278,"Rural (< 5,000)",1047,1,13.32,0.056,59.0,144672,22,1.52,1.46,Yes,0.0937983853129839,13570,Yes,Yes,0.985885
Dollar General,Hollister,Halifax,NC,36.247,-77.957,"Rural (< 5,000)",897,1,13.33,0.163,146.0,47012,11,2.34,2.17,Yes,0.251552795031056,11826,Yes,Yes,0.000000
Dollar General,Enfield,Halifax,NC,36.182,-77.662,"Rural (< 5,000)",1909,3,13.9,0.307,586.0,47012,11,2.34,1.77,Yes,0.251552795031056,11826,Yes,Yes,0.000000
Dollar General,Enfield,Halifax,NC,36.172,-77.672,"Rural (< 5,000)",1909,3,13.9,0.307,586.0,47012,11,2.34,1.77,Yes,0.251552795031056,11826,Yes,Yes,0.000000
Dollar General,Enfield,Halifax,NC,36.211,-77.847,"Rural (< 5,000)",1909,3,13.9,0.307,586.0,47012,11,2.34,1.77,Yes,0.251552795031056,11826,Yes,Yes,0.000000
Dollar General,Mount Gilead,Montgomery,NC,35.219,-80.005,"Rural (< 5,000)",1151,2,13.92,0.171,197.0,25033,6,2.4,1.67,Yes,0.160867654695802,4027,Yes,Yes,0.000000
Dollar General,Mount Gilead,Montgomery,NC,35.31,-80.056,"Rural (< 5,000)",1151,2,13.92,0.171,197.0,25033,6,2.4,1.67,Yes,0.160867654695802,4027,Yes,Yes,0.000000
Dollar General,Raeford,Hoke,NC,34.951,-79.053,"Rural (< 5,000)",4179,7,13.95,0.235,981.0,51906,7,1.35,0.0,Yes,0.173602281046507,9011,Yes,Yes,0.996052
Dollar General,Raeford,Hoke,NC,35.04,-79.108,"Rural (< 5,000)",4179,7,13.95,0.235,981.0,51906,7,1.35,0.0,Yes,0.173602281046507,9011,Yes,Yes,0.996052
Dollar General,Raeford,Hoke,NC,34.979,-79.237,"Rural (< 5,000)",4179,7,13.95,0.235,981.0,51906,7,1.35,0.0,Yes,0.173602281046507,9011,Yes,Yes,0.996052
Dollar General,Raeford,Hoke,NC,34.991,-79.107,"Rural (< 5,000)",4179,7,13.95,0.235,981.0,51906,7,1.35,0.0,Yes,0.173602281046507,9011,Yes,Yes,0.996052
Dollar General,Raeford,Hoke,NC,34.992,-79.068,"Rural (< 5,000)",4179,7,13.95,0.235,981.0,51906,7,1.35,0.0,Yes,0.173602281046507,9011,Yes,Yes,0.996052
Dollar General,Raeford,Hoke,NC,35.007,-79.306,"Rural (< 5,000)",4179,7,13.95,0.235,981.0,51906,7,1.35,0.0,Yes,0.173602281046507,9011,Yes,Yes,0.996052
Dollar General,Raeford,Hoke,NC,34.996,-79.227,"Rural (< 5,000)",4179,7,13.95,0.235,981.0,51906,7,1.35,0.0,Yes,0.173602281046507,9011,Yes,Yes,0.996052
Dollar General,Four Oaks,Johnston,NC,35.445,-78.425,"Rural (< 5,000)",2349,3,13.98,0.125,294.0,223985,19,0.85,0.72,Yes,0.11190481505458,25065,Yes,Yes,0.987952
Dollar General,Four Oaks,Johnston,NC,35.446,-78.422,"Rural (< 5,000)",2349,3,13.98,0.125,294.0,223985,19,0.85,0.72,Yes,0.11190481505458,25065,Yes,Yes,0.987952
Dollar General,Four Oaks,Johnston,NC,35.509,-78.517,"Rural (< 5,000)",2349,3,13.98,0.125,294.0,223985,19,0.85,0.72,Yes,0.11190481505458,25065,Yes,Yes,0.987952
Dollar General,Walnut Cove,Stokes,NC,36.284,-80.133,"Rural (< 5,000)",1947,2,14.02,0.138,268.0,44124,8,1.81,1.42,Yes,0.119662768561327,5280,Yes,Yes,0.000000
Dollar General,Walnut Cove,Stokes,NC,36.371,-80.183,"Rural (< 5,000)",1947,2,14.02,0.138,268.0,44124,8,1.81,1.42,Yes,0.119662768561327,5280,Yes,Yes,0.000000
Dollar General,Garland,Sampson,NC,34.833,-78.355,"Rural (< 5,000)",914,1,14.22,0.284,260.0,57941,11,1.9,1.75,Yes,0.202395540290986,11727,Yes,Yes,0.000000
Dollar General,Camden,Camden,NC,36.323,-76.174,"Rural (< 5,000)",1072,1,14.29,0.009,10.0,10693,3,2.81,2.08,Yes,0.0502197699429533,537,Yes,Yes,0.814516
Dollar General,Julian,Guilford,NC,35.977,-79.619,"Rural (< 5,000)",700,1,14.29,,,519697,35,0.67,0.66,Yes,0.152219466342888,79108,Yes,Yes,
Dollar General,Grantsboro,Pamlico,NC,35.144,-76.833,"Rural (< 5,000)",667,1,14.29,0.171,114.0,11433,4,3.5,2.79,Yes,0.123677075133386,1414,Yes,Yes,0.000000
Dollar General,Maple Hill,Pender,NC,34.673,-77.712,"Rural (< 5,000)",700,1,14.29,,,62106,8,1.29,1.14,Yes,0.106930087270151,6641,Yes,Yes,
Dollar General,Cliffside,Rutherford,NC,35.241,-81.767,"Rural (< 5,000)",630,1,14.29,0.049,31.0,63623,16,2.51,2.38,Yes,0.175974097417601,11196,Yes,Yes,0.000000
Dollar General,Ocean Isle Beach,Brunswick,NC,33.9,-78.458,"Rural (< 5,000)",796,1,14.35,0.059,47.0,144672,22,1.52,1.46,Yes,0.0937983853129839,13570,Yes,Yes,0.995386
Dollar General,Franklin,Macon,NC,35.179,-83.387,"Rural (< 5,000)",4187,6,14.39,0.216,903.0,37071,8,2.16,0.61,Yes,0.143966982277252,5337,Yes,Yes,0.994012
Dollar General,Franklin,Macon,NC,35.084,-83.385,"Rural (< 5,000)",4187,6,14.39,0.216,903.0,37071,8,2.16,0.61,Yes,0.143966982277252,5337,Yes,Yes,0.994012
Dollar General,Franklin,Macon,NC,35.135,-83.398,"Rural (< 5,000)",4187,6,14.39,0.216,903.0,37071,8,2.16,0.61,Yes,0.143966982277252,5337,Yes,Yes,0.994012
Dollar General,Franklin,Macon,NC,35.166,-83.435,"Rural (< 5,000)",4187,6,14.39,0.216,903.0,37071,8,2.16,0.61,Yes,0.143966982277252,5337,Yes,Yes,0.994012
Dollar General,Franklin,Macon,NC,35.166,-83.319,"Rural (< 5,000)",4187,6,14.39,0.216,903.0,37071,8,2.16,0.61,Yes,0.143966982277252,5337,Yes,Yes,0.994012
Dollar General,Franklin,Macon,NC,35.187,-83.372,"Rural (< 5,000)",4187,6,14.39,0.216,903.0,37071,8,2.16,0.61,Yes,0.143966982277252,5337,Yes,Yes,0.994012
Dollar General,Rockwell,Rowan,NC,35.575,-80.42,"Rural (< 5,000)",2682,3,14.58,0.089,239.0,144491,18,1.25,1.06,Yes,0.158355883757466,22881,Yes,Yes,0.996525
Dollar General,Rockwell,Rowan,NC,35.515,-80.454,"Rural (< 5,000)",2682,3,14.58,0.089,239.0,144491,18,1.25,1.06,Yes,0.158355883757466,22881,Yes,Yes,0.996525
Dollar General,Rockwell,Rowan,NC,35.556,-80.413,"Rural (< 5,000)",2682,3,14.58,0.089,239.0,144491,18,1.25,1.06,Yes,0.158355883757466,22881,Yes,Yes,0.996525
Dollar General,Manson,Vance,NC,36.459,-78.31,"Rural (< 5,000)",670,1,14.93,,,41868,10,2.39,2.18,Yes,0.189548103563581,7936,Yes,Yes,
Dollar General,Seaboard,Northampton,NC,36.493,-77.439,"Rural (< 5,000)",624,1,15.04,0.321,200.0,16573,7,4.22,3.76,Yes,0.199782779219212,3311,Yes,Yes,0.000000
Dollar General,Laurel Hill,Scotland,NC,34.803,-79.537,"Rural (< 5,000)",916,1,15.38,0.409,375.0,32159,8,2.49,2.24,Yes,0.265679902982058,8544,Yes,Yes,0.000000
Dollar General,Clarkton,Bladen,NC,34.49,-78.663,"Rural (< 5,000)",853,1,15.5,0.482,411.0,29221,10,3.42,3.17,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Littleton,Halifax,NC,36.437,-77.906,"Rural (< 5,000)",446,1,15.6,0.26,116.0,47012,11,2.34,2.15,Yes,0.251552795031056,11826,Yes,Yes,0.000000
Dollar General,Roper,Washington,NC,35.875,-76.621,"Rural (< 5,000)",571,1,15.7,0.478,273.0,10649,5,4.7,3.97,Yes,0.247065452155132,2631,Yes,Yes,0.000000
Dollar General,Lawndale,Cleveland,NC,35.417,-81.535,"Rural (< 5,000)",585,1,15.77,0.221,129.0,98200,24,2.44,2.36,Yes,0.17235234215886,16925,Yes,Yes,0.000000
Dollar General,Spring Hope,Nash,NC,35.867,-78.1,"Rural (< 5,000)",1330,2,15.99,0.184,245.0,93468,24,2.57,2.39,Yes,0.140326100911542,13116,Yes,Yes,0.000000
Dollar General,Spring Hope,Nash,NC,35.951,-78.103,"Rural (< 5,000)",1330,2,15.99,0.184,245.0,93468,24,2.57,2.39,Yes,0.140326100911542,13116,Yes,Yes,0.000000
Dollar General,South Mills,Camden,NC,36.491,-76.347,"Rural (< 5,000)",294,1,16.67,0.0,0.0,10693,3,2.81,1.92,Yes,0.0502197699429533,537,Yes,Yes,0.000000
Dollar General,Fallston,Cleveland,NC,35.431,-81.502,"Rural (< 5,000)",602,1,16.67,0.324,195.0,98200,24,2.44,2.36,Yes,0.17235234215886,16925,Yes,Yes,0.000000
Dollar General,Barco,Currituck,NC,36.358,-75.961,"Rural (< 5,000)",600,1,16.67,,,29434,6,2.04,1.73,Yes,0.0763742610586397,2248,Yes,Yes,
Dollar General,Zirconia,Henderson,NC,35.226,-82.428,"Rural (< 5,000)",600,1,16.67,,,115963,11,0.95,0.87,Yes,0.11672688702431,13536,Yes,Yes,
Dollar General,Crouse,Lincoln,NC,35.418,-81.318,"Rural (< 5,000)",358,1,16.67,0.0,0.0,89512,12,1.34,1.23,Yes,0.0904571454106712,8097,Yes,Yes,0.555901
Dollar General,Gold Hill,Rowan,NC,35.524,-80.34,"Rural (< 5,000)",401,1,16.67,0.135,54.0,144491,18,1.25,1.18,Yes,0.158355883757466,22881,Yes,Yes,0.000000
Dollar General,Germanton,Stokes,NC,36.266,-80.224,"Rural (< 5,000)",851,1,16.67,0.134,114.0,44124,8,1.81,1.62,Yes,0.119662768561327,5280,Yes,Yes,0.000000
