Store Name,City,County,State,Latitude,Longitude,Place Classification,Place Population,Place Store Count,"Place Stores per 10,000",Place Poverty Rate %,Place Poverty Count,County Total Population (ACS 2023),County Total Stores in County,"County Stores per 10,000",Adjusted County Density (excl. Place),Place Density > Adjusted County Density,County Poverty Rate %,County Poverty Count (ACS 2023),Place Density > County Density,Is Rural Store,Place Urban Population Share
Dollar General,Beulaville,Duplin,NC,34.927,-77.772,"Rural (< 5,000)",1428,2,17.14,0.207,296.0,48673,14,2.88,2.54,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Beulaville,Duplin,NC,34.926,-77.789,"Rural (< 5,000)",1428,2,17.14,0.207,296.0,48673,14,2.88,2.54,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Connelly Springs,Burke,NC,35.726,-81.47,"Rural (< 5,000)",2306,3,17.17,0.089,206.0,85482,15,1.75,1.44,Yes,0.179289207084532,15326,Yes,Yes,0.482014
Dollar General,Connelly Springs,Burke,NC,35.741,-81.527,"Rural (< 5,000)",2306,3,17.17,0.089,206.0,85482,15,1.75,1.44,Yes,0.179289207084532,15326,Yes,Yes,0.482014
Dollar General,Connelly Springs,Burke,NC,35.632,-81.519,"Rural (< 5,000)",2306,3,17.17,0.089,206.0,85482,15,1.75,1.44,Yes,0.179289207084532,15326,Yes,Yes,0.482014
Dollar General,Bladenboro,Bladen,NC,34.524,-78.716,"Rural (< 5,000)",2174,3,17.2,0.222,483.0,29221,10,3.42,2.59,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Bladenboro,Bladen,NC,34.642,-78.737,"Rural (< 5,000)",2174,3,17.2,0.222,483.0,29221,10,3.42,2.59,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Bladenboro,Bladen,NC,34.541,-78.793,"Rural (< 5,000)",2174,3,17.2,0.222,483.0,29221,10,3.42,2.59,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Gibson,Scotland,NC,34.762,-79.6,"Rural (< 5,000)",752,1,17.24,0.493,371.0,32159,8,2.49,2.23,Yes,0.265679902982058,8544,Yes,Yes,0.000000
Dollar General,Stem,Granville,NC,36.201,-78.722,"Rural (< 5,000)",1064,1,17.3,0.026,28.0,57048,9,1.58,1.43,Yes,0.14058336839153,8020,Yes,Yes,0.000000
Dollar General,Saluda,Polk,NC,35.241,-82.334,"Rural (< 5,000)",591,1,17.3,0.188,111.0,19354,6,3.1,2.66,Yes,0.136560917639764,2643,Yes,Yes,0.000000
Dollar General,Robbins,Moore,NC,35.435,-79.586,"Rural (< 5,000)",1313,2,17.42,0.331,435.0,101170,15,1.48,1.3,Yes,0.0996046258772363,10077,Yes,Yes,0.000000
Dollar General,Robbins,Moore,NC,35.405,-79.575,"Rural (< 5,000)",1313,2,17.42,0.331,435.0,101170,15,1.48,1.3,Yes,0.0996046258772363,10077,Yes,Yes,0.000000
Dollar General,Bailey,Nash,NC,35.781,-78.118,"Rural (< 5,000)",504,1,17.42,0.256,129.0,93468,24,2.57,2.47,Yes,0.140326100911542,13116,Yes,Yes,0.000000
Dollar General,Lewiston,Bertie,NC,36.123,-77.174,"Rural (< 5,000)",571,1,17.51,,,15931,4,2.51,1.95,Yes,0.197853242106585,3152,Yes,Yes,
Dollar General,Richfield,Stanly,NC,35.474,-80.265,"Rural (< 5,000)",836,1,17.89,0.128,107.0,61509,15,2.44,2.31,Yes,0.142499471622039,8765,Yes,Yes,0.336770
Dollar General,Kenly,Johnston,NC,35.576,-78.145,"Rural (< 5,000)",2342,3,18.08,0.169,395.0,223985,19,0.85,0.72,Yes,0.11190481505458,25065,Yes,Yes,0.000000
Dollar General,Kenly,Johnston,NC,35.596,-78.127,"Rural (< 5,000)",2342,3,18.08,0.169,395.0,223985,19,0.85,0.72,Yes,0.11190481505458,25065,Yes,Yes,0.000000
Dollar General,Kenly,Johnston,NC,35.68,-78.207,"Rural (< 5,000)",2342,3,18.08,0.169,395.0,223985,19,0.85,0.72,Yes,0.11190481505458,25065,Yes,Yes,0.000000
Dollar General,Woodleaf,Rowan,NC,35.767,-80.59,"Rural (< 5,000)",550,1,18.18,,,144491,18,1.25,1.18,Yes,0.158355883757466,22881,Yes,Yes,
Dollar General,Bryson City,Swain,NC,35.375,-83.53,"Rural (< 5,000)",1467,3,18.66,0.215,316.0,13729,3,2.19,0.0,Yes,0.210503314152524,2890,Yes,Yes,0.000000
Dollar General,Bryson City,Swain,NC,35.453,-83.39,"Rural (< 5,000)",1467,3,18.66,0.215,316.0,13729,3,2.19,0.0,Yes,0.210503314152524,2890,Yes,Yes,0.000000
Dollar General,Bryson City,Swain,NC,35.419,-83.454,"Rural (< 5,000)",1467,3,18.66,0.215,316.0,13729,3,2.19,0.0,Yes,0.210503314152524,2890,Yes,Yes,0.000000
Dollar General,Hot Springs,Madison,NC,35.892,-82.83,"Rural (< 5,000)",494,1,18.73,0.188,93.0,20780,2,0.96,0.49,Yes,0.114436958614052,2378,Yes,Yes,0.000000
Dollar General,Dobson,Surry,NC,36.397,-80.782,"Rural (< 5,000)",1171,3,18.77,0.161,188.0,70238,19,2.71,2.32,Yes,0.166918192431447,11724,Yes,Yes,0.000000
Dollar General,Dobson,Surry,NC,36.396,-80.72,"Rural (< 5,000)",1171,3,18.77,0.161,188.0,70238,19,2.71,2.32,Yes,0.166918192431447,11724,Yes,Yes,0.000000
Dollar General,Dobson,Surry,NC,36.33,-80.722,"Rural (< 5,000)",1171,3,18.77,0.161,188.0,70238,19,2.71,2.32,Yes,0.166918192431447,11724,Yes,Yes,0.000000
Dollar General,Rose Hill,Duplin,NC,34.824,-77.946,"Rural (< 5,000)",1499,3,19.21,0.231,346.0,48673,14,2.88,2.33,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Rose Hill,Duplin,NC,34.821,-78.02,"Rural (< 5,000)",1499,3,19.21,0.231,346.0,48673,14,2.88,2.33,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Rose Hill,Duplin,NC,34.802,-78.215,"Rural (< 5,000)",1499,3,19.21,0.231,346.0,48673,14,2.88,2.33,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Banner Elk,Avery,NC,36.167,-81.861,"Rural (< 5,000)",662,2,19.42,0.16,106.0,14968,5,3.34,2.1,Yes,0.109633885622662,1641,Yes,Yes,0.000000
Dollar General,Banner Elk,Avery,NC,36.184,-81.902,"Rural (< 5,000)",662,2,19.42,0.16,106.0,14968,5,3.34,2.1,Yes,0.109633885622662,1641,Yes,Yes,0.000000
Dollar General,Gaston,Northampton,NC,36.536,-77.793,"Rural (< 5,000)",836,2,19.76,0.226,189.0,16573,7,4.22,3.18,Yes,0.199782779219212,3311,Yes,Yes,0.984127
Dollar General,Gaston,Northampton,NC,36.498,-77.644,"Rural (< 5,000)",836,2,19.76,0.226,189.0,16573,7,4.22,3.18,Yes,0.199782779219212,3311,Yes,Yes,0.984127
Dollar General,Blounts Creek,Beaufort,NC,35.37,-76.952,"Rural (< 5,000)",500,1,20.0,,,44028,9,2.04,1.84,Yes,0.180135368401926,7931,Yes,Yes,
Dollar General,Salter Path,Carteret,NC,34.688,-76.889,"Rural (< 5,000)",500,1,20.0,,,67511,15,2.22,2.09,Yes,0.100442890788168,6781,Yes,Yes,
Dollar General,Stokes,Pitt,NC,35.716,-77.262,"Rural (< 5,000)",198,1,20.0,0.0,0.0,166082,23,1.38,1.33,Yes,0.194030659553714,32225,Yes,Yes,0.000000
Dollar General,Bolton,Columbus,NC,34.321,-78.401,"Rural (< 5,000)",469,1,20.08,0.237,111.0,47923,17,3.55,3.37,Yes,0.187926465371534,9006,Yes,Yes,0.000000
Dollar General,Vanceboro,Craven,NC,35.31,-77.158,"Rural (< 5,000)",939,2,20.3,0.309,290.0,96136,15,1.56,1.37,Yes,0.139053008238329,13368,Yes,Yes,0.000000
Dollar General,Vanceboro,Craven,NC,35.25,-77.09,"Rural (< 5,000)",939,2,20.3,0.309,290.0,96136,15,1.56,1.37,Yes,0.139053008238329,13368,Yes,Yes,0.000000
Dollar General,Pink Hill,Lenoir,NC,35.075,-77.734,"Rural (< 5,000)",470,1,20.41,0.321,151.0,53873,11,2.04,1.87,Yes,0.224602305422011,12100,Yes,Yes,0.000000
Dollar General,Aurora,Beaufort,NC,35.303,-76.8,"Rural (< 5,000)",614,1,20.45,0.277,170.0,44028,9,2.04,1.84,Yes,0.180135368401926,7931,Yes,Yes,0.000000
Dollar General,Lilesville,Anson,NC,34.963,-79.991,"Rural (< 5,000)",791,1,20.53,0.209,165.0,19973,5,2.5,2.09,Yes,0.212036248936064,4235,Yes,Yes,0.000000
Dollar General,Hertford,Perquimans,NC,36.218,-76.462,"Rural (< 5,000)",1689,4,20.59,0.247,418.0,13119,4,3.05,0.0,Yes,0.113880631145667,1494,Yes,Yes,0.000000
Dollar General,Hertford,Perquimans,NC,36.105,-76.401,"Rural (< 5,000)",1689,4,20.59,0.247,418.0,13119,4,3.05,0.0,Yes,0.113880631145667,1494,Yes,Yes,0.000000
Dollar General,Hertford,Perquimans,NC,36.23,-76.349,"Rural (< 5,000)",1689,4,20.59,0.247,418.0,13119,4,3.05,0.0,Yes,0.113880631145667,1494,Yes,Yes,0.000000
Dollar General,Hertford,Perquimans,NC,36.176,-76.464,"Rural (< 5,000)",1689,4,20.59,0.247,418.0,13119,4,3.05,0.0,Yes,0.113880631145667,1494,Yes,Yes,0.000000
Dollar General,Claremont,Catawba,NC,35.767,-81.174,"Rural (< 5,000)",2045,3,20.6,0.111,228.0,158926,27,1.7,1.53,Yes,0.128210613744762,20376,Yes,Yes,0.942080
Dollar General,Claremont,Catawba,NC,35.722,-81.154,"Rural (< 5,000)",2045,3,20.6,0.111,228.0,158926,27,1.7,1.53,Yes,0.128210613744762,20376,Yes,Yes,0.942080
Dollar General,Claremont,Catawba,NC,35.673,-81.148,"Rural (< 5,000)",2045,3,20.6,0.111,228.0,158926,27,1.7,1.53,Yes,0.128210613744762,20376,Yes,Yes,0.942080
Dollar General,Ellenboro,Rutherford,NC,35.288,-81.78,"Rural (< 5,000)",870,2,20.6,0.244,212.0,63623,16,2.51,2.23,Yes,0.175974097417601,11196,Yes,Yes,0.000000
Dollar General,Ellenboro,Rutherford,NC,35.331,-81.761,"Rural (< 5,000)",870,2,20.6,0.244,212.0,63623,16,2.51,2.23,Yes,0.175974097417601,11196,Yes,Yes,0.000000
Dollar General,Micro,Johnston,NC,35.561,-78.208,"Rural (< 5,000)",785,1,20.62,0.219,172.0,223985,19,0.85,0.81,Yes,0.11190481505458,25065,Yes,Yes,0.000000
Dollar General,Norlina,Warren,NC,36.436,-78.186,"Rural (< 5,000)",1050,2,20.68,0.174,183.0,18006,4,2.22,1.18,Yes,0.22237032100411,4004,Yes,Yes,0.000000
Dollar General,Norlina,Warren,NC,36.493,-78.172,"Rural (< 5,000)",1050,2,20.68,0.174,183.0,18006,4,2.22,1.18,Yes,0.22237032100411,4004,Yes,Yes,0.000000
Dollar General,Pilot Mountain,Surry,NC,36.407,-80.501,"Rural (< 5,000)",1584,3,20.98,0.154,244.0,70238,19,2.71,2.33,Yes,0.166918192431447,11724,Yes,Yes,0.000000
Dollar General,Pilot Mountain,Surry,NC,36.385,-80.455,"Rural (< 5,000)",1584,3,20.98,0.154,244.0,70238,19,2.71,2.33,Yes,0.166918192431447,11724,Yes,Yes,0.000000
Dollar General,Pilot Mountain,Surry,NC,36.379,-80.481,"Rural (< 5,000)",1584,3,20.98,0.154,244.0,70238,19,2.71,2.33,Yes,0.166918192431447,11724,Yes,Yes,0.000000
Dollar General,Fountain,Pitt,NC,35.672,-77.639,"Rural (< 5,000)",317,1,21.1,0.536,170.0,166082,23,1.38,1.33,Yes,0.194030659553714,32225,Yes,Yes,0.000000
Dollar General,New London,Stanly,NC,35.501,-80.137,"Rural (< 5,000)",590,1,21.23,0.142,84.0,61509,15,2.44,2.3,Yes,0.142499471622039,8765,Yes,Yes,0.695222
Dollar General,Jamesville,Martin,NC,35.805,-76.899,"Rural (< 5,000)",373,1,21.41,0.078,29.0,21311,5,2.35,1.91,Yes,0.19642438177467,4186,Yes,Yes,0.000000
Dollar General,Old Fort,McDowell,NC,35.619,-82.177,"Rural (< 5,000)",643,2,21.48,0.14,90.0,43337,11,2.54,2.11,Yes,0.139765096799502,6057,Yes,Yes,0.000000
Dollar General,Old Fort,McDowell,NC,35.631,-82.178,"Rural (< 5,000)",643,2,21.48,0.14,90.0,43337,11,2.54,2.11,Yes,0.139765096799502,6057,Yes,Yes,0.000000
Dollar General,Elk Park,Avery,NC,36.157,-81.981,"Rural (< 5,000)",694,1,21.65,0.274,190.0,14968,5,3.34,2.8,Yes,0.109633885622662,1641,Yes,Yes,0.000000
Dollar General,Salemburg,Sampson,NC,35.017,-78.504,"Rural (< 5,000)",479,1,21.74,0.098,47.0,57941,11,1.9,1.74,Yes,0.202395540290986,11727,Yes,Yes,0.000000
Dollar General,Snow Camp,Alamance,NC,35.894,-79.431,"Rural (< 5,000)",450,1,22.22,,,169230,26,1.54,1.48,Yes,0.141482006736394,23943,Yes,Yes,
Dollar General,Corapeake,Gates,NC,36.537,-76.578,"Rural (< 5,000)",450,1,22.22,,,10238,3,2.93,2.04,Yes,0.118382496581364,1212,Yes,Yes,
Dollar General,Parkton,Robeson,NC,34.907,-79.004,"Rural (< 5,000)",515,1,22.22,0.159,82.0,113440,28,2.47,2.39,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Sandy Ridge,Stokes,NC,36.498,-80.103,"Rural (< 5,000)",450,1,22.22,,,44124,8,1.81,1.6,Yes,0.119662768561327,5280,Yes,Yes,
Dollar General,Hamptonville,Yadkin,NC,36.12,-80.773,"Rural (< 5,000)",450,1,22.22,,,37017,9,2.43,2.19,Yes,0.136423805278656,5050,Yes,Yes,
Dollar General,Bridgeton,Craven,NC,35.123,-77.02,"Rural (< 5,000)",561,1,22.37,0.504,283.0,96136,15,1.56,1.46,Yes,0.139053008238329,13368,Yes,Yes,0.787966
Dollar General,Warrenton,Warren,NC,36.398,-78.153,"Rural (< 5,000)",859,2,22.78,0.256,220.0,18006,4,2.22,1.17,Yes,0.22237032100411,4004,Yes,Yes,0.000000
Dollar General,Warrenton,Warren,NC,36.399,-78.155,"Rural (< 5,000)",859,2,22.78,0.256,220.0,18006,4,2.22,1.17,Yes,0.22237032100411,4004,Yes,Yes,0.000000
Dollar General,Murphy,Cherokee,NC,35.031,-84.206,"Rural (< 5,000)",1233,4,22.95,0.206,254.0,28841,7,2.43,1.09,Yes,0.146250130023231,4218,Yes,Yes,0.000000
Dollar General,Murphy,Cherokee,NC,35.033,-84.1,"Rural (< 5,000)",1233,4,22.95,0.206,254.0,28841,7,2.43,1.09,Yes,0.146250130023231,4218,Yes,Yes,0.000000
Dollar General,Murphy,Cherokee,NC,35.065,-83.964,"Rural (< 5,000)",1233,4,22.95,0.206,254.0,28841,7,2.43,1.09,Yes,0.146250130023231,4218,Yes,Yes,0.000000
Dollar General,Murphy,Cherokee,NC,35.107,-84.012,"Rural (< 5,000)",1233,4,22.95,0.206,254.0,28841,7,2.43,1.09,Yes,0.146250130023231,4218,Yes,Yes,0.000000
Dollar General,Grimesland,Pitt,NC,35.564,-77.193,"Rural (< 5,000)",428,1,23.15,0.273,117.0,166082,23,1.38,1.33,Yes,0.194030659553714,32225,Yes,Yes,0.000000
Dollar General,Supply,Brunswick,NC,33.929,-78.323,"Rural (< 5,000)",850,2,23.53,,,144672,22,1.52,1.39,Yes,0.0937983853129839,13570,Yes,Yes,
Dollar General,Supply,Brunswick,NC,34.015,-78.269,"Rural (< 5,000)",850,2,23.53,,,144672,22,1.52,1.39,Yes,0.0937983853129839,13570,Yes,Yes,
Dollar General,Stedman,Cumberland,NC,35.064,-78.696,"Rural (< 5,000)",1613,2,23.53,0.064,104.0,318188,28,0.88,0.82,Yes,0.172206368561982,54794,Yes,Yes,0.000000
Dollar General,Stedman,Cumberland,NC,35.01,-78.688,"Rural (< 5,000)",1613,2,23.53,0.064,104.0,318188,28,0.88,0.82,Yes,0.172206368561982,54794,Yes,Yes,0.000000
Dollar General,Elm City,Wilson,NC,35.842,-77.93,"Rural (< 5,000)",1173,3,23.68,0.184,216.0,77254,12,1.55,1.18,Yes,0.210034431874078,16226,Yes,Yes,0.000000
Dollar General,Elm City,Wilson,NC,35.751,-77.772,"Rural (< 5,000)",1173,3,23.68,0.184,216.0,77254,12,1.55,1.18,Yes,0.210034431874078,16226,Yes,Yes,0.000000
Dollar General,Elm City,Wilson,NC,35.802,-77.866,"Rural (< 5,000)",1173,3,23.68,0.184,216.0,77254,12,1.55,1.18,Yes,0.210034431874078,16226,Yes,Yes,0.000000
Dollar General,Arapahoe,Pamlico,NC,35.026,-76.825,"Rural (< 5,000)",380,1,23.75,0.189,72.0,11433,4,3.5,2.71,Yes,0.123677075133386,1414,Yes,Yes,0.000000
Dollar General,Ronda,Wilkes,NC,36.219,-80.948,"Rural (< 5,000)",468,1,24.21,0.192,90.0,64649,14,2.17,2.03,Yes,0.164318086900029,10623,Yes,Yes,0.000000
Dollar General,Middlesex,Nash,NC,35.859,-78.177,"Rural (< 5,000)",1003,2,24.24,0.108,108.0,93468,24,2.57,2.38,Yes,0.140326100911542,13116,Yes,Yes,0.000000
Dollar General,Middlesex,Nash,NC,35.788,-78.188,"Rural (< 5,000)",1003,2,24.24,0.108,108.0,93468,24,2.57,2.38,Yes,0.140326100911542,13116,Yes,Yes,0.000000
Dollar General,Calypso,Duplin,NC,35.155,-78.108,"Rural (< 5,000)",441,1,24.51,0.147,65.0,48673,14,2.88,2.7,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Sea Level,Carteret,NC,34.889,-76.394,"Rural (< 5,000)",400,1,25.0,,,67511,15,2.22,2.09,Yes,0.100442890788168,6781,Yes,Yes,
Dollar General,Sapphire,Transylvania,NC,35.116,-82.982,"Rural (< 5,000)",400,1,25.0,,,32275,6,1.86,1.57,Yes,0.141781564678544,4576,Yes,Yes,
Dollar General,Kittrell,Vance,NC,36.244,-78.435,"Rural (< 5,000)",53,1,25.0,0.132,7.0,41868,10,2.39,2.15,Yes,0.189548103563581,7936,Yes,Yes,0.000000
Dollar General,Peachland,Anson,NC,34.991,-80.263,"Rural (< 5,000)",437,1,25.13,0.05,22.0,19973,5,2.5,2.05,Yes,0.212036248936064,4235,Yes,Yes,0.000000
Dollar General,Stovall,Granville,NC,36.449,-78.57,"Rural (< 5,000)",271,1,25.13,0.107,29.0,57048,9,1.58,1.41,Yes,0.14058336839153,8020,Yes,Yes,0.000000
Dollar General,Cove City,Craven,NC,35.186,-77.317,"Rural (< 5,000)",577,1,25.19,0.087,50.0,96136,15,1.56,1.47,Yes,0.139053008238329,13368,Yes,Yes,0.000000
Dollar General,Bunn,Franklin,NC,35.959,-78.251,"Rural (< 5,000)",468,1,25.64,0.053,25.0,70540,10,1.42,1.28,Yes,0.100907286645875,7118,Yes,Yes,0.000000
Dollar General,Snow Hill,Greene,NC,35.441,-77.791,"Rural (< 5,000)",2101,4,25.86,0.352,740.0,17749,4,2.25,0.0,Yes,0.22356189081075,3968,Yes,Yes,0.000000
Dollar General,Snow Hill,Greene,NC,35.446,-77.664,"Rural (< 5,000)",2101,4,25.86,0.352,740.0,17749,4,2.25,0.0,Yes,0.22356189081075,3968,Yes,Yes,0.000000
Dollar General,Snow Hill,Greene,NC,35.457,-77.693,"Rural (< 5,000)",2101,4,25.86,0.352,740.0,17749,4,2.25,0.0,Yes,0.22356189081075,3968,Yes,Yes,0.000000
Dollar General,Snow Hill,Greene,NC,35.484,-77.587,"Rural (< 5,000)",2101,4,25.86,0.352,740.0,17749,4,2.25,0.0,Yes,0.22356189081075,3968,Yes,Yes,0.000000
Dollar General,Leasburg,Caswell,NC,36.394,-79.153,"Rural (< 5,000)",380,1,26.32,,,21161,5,2.36,1.92,Yes,0.157128680119087,3325,Yes,Yes,
Dollar General,Casar,Cleveland,NC,35.508,-81.624,"Rural (< 5,000)",384,1,26.32,0.224,86.0,98200,24,2.44,2.35,Yes,0.17235234215886,16925,Yes,Yes,0.000000
Dollar General,Pine Hall,Stokes,NC,36.341,-80.052,"Rural (< 5,000)",370,1,27.03,,,44124,8,1.81,1.6,Yes,0.119662768561327,5280,Yes,Yes,
Dollar General,East Bend,Yadkin,NC,36.222,-80.597,"Rural (< 5,000)",765,2,27.17,0.112,86.0,37017,9,2.43,1.93,Yes,0.136423805278656,5050,Yes,Yes,0.000000
Dollar General,East Bend,Yadkin,NC,36.217,-80.507,"Rural (< 5,000)",765,2,27.17,0.112,86.0,37017,9,2.43,1.93,Yes,0.136423805278656,5050,Yes,Yes,0.000000
Dollar General,Grover,Cleveland,NC,35.21,-81.532,"Rural (< 5,000)",602,2,27.62,0.208,125.0,98200,24,2.44,2.25,Yes,0.17235234215886,16925,Yes,Yes,0.000000
Dollar General,Grover,Cleveland,NC,35.178,-81.455,"Rural (< 5,000)",602,2,27.62,0.208,125.0,98200,24,2.44,2.25,Yes,0.17235234215886,16925,Yes,Yes,0.000000
Dollar General,Pikeville,Wayne,NC,35.491,-78.06,"Rural (< 5,000)",747,2,28.13,0.194,145.0,114923,20,1.74,1.58,Yes,0.169121933816555,19436,Yes,Yes,0.000000
Dollar General,Pikeville,Wayne,NC,35.5,-77.982,"Rural (< 5,000)",747,2,28.13,0.194,145.0,114923,20,1.74,1.58,Yes,0.169121933816555,19436,Yes,Yes,0.000000
Dollar General,Mooresboro,Cleveland,NC,35.304,-81.699,"Rural (< 5,000)",168,1,28.41,0.22,37.0,98200,24,2.44,2.35,Yes,0.17235234215886,16925,Yes,Yes,0.000000
Dollar General,Newland,Avery,NC,36.1,-81.93,"Rural (< 5,000)",778,2,28.49,0.121,94.0,14968,5,3.34,2.11,Yes,0.109633885622662,1641,Yes,Yes,0.000000
Dollar General,Newland,Avery,NC,36.035,-81.887,"Rural (< 5,000)",778,2,28.49,0.121,94.0,14968,5,3.34,2.11,Yes,0.109633885622662,1641,Yes,Yes,0.000000
Dollar General,Pelham,Caswell,NC,36.521,-79.478,"Rural (< 5,000)",350,1,28.57,,,21161,5,2.36,1.92,Yes,0.157128680119087,3325,Yes,Yes,
Dollar General,Evergreen,Columbus,NC,34.409,-78.901,"Rural (< 5,000)",381,1,28.57,0.325,124.0,47923,17,3.55,3.37,Yes,0.187926465371534,9006,Yes,Yes,0.000000
Dollar General,Waves,Dare,NC,35.561,-75.469,"Rural (< 5,000)",147,1,28.57,0.0,0.0,37352,3,0.8,0.54,Yes,0.0754176483186978,2817,Yes,Yes,0.000000
Dollar General,Albertson,Duplin,NC,35.138,-77.849,"Rural (< 5,000)",350,1,28.57,,,48673,14,2.88,2.69,Yes,0.178908224272184,8708,Yes,Yes,
Dollar General,Faison,Duplin,NC,35.106,-78.215,"Rural (< 5,000)",826,2,28.57,0.403,333.0,48673,14,2.88,2.51,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Faison,Duplin,NC,35.12,-78.134,"Rural (< 5,000)",826,2,28.57,0.403,333.0,48673,14,2.88,2.51,Yes,0.178908224272184,8708,Yes,Yes,0.000000
Dollar General,Gates,Gates,NC,36.536,-76.767,"Rural (< 5,000)",350,1,28.57,,,10238,3,2.93,2.02,Yes,0.118382496581364,1212,Yes,Yes,
Dollar General,Deep Run,Lenoir,NC,35.14,-77.691,"Rural (< 5,000)",548,1,28.57,0.133,73.0,53873,11,2.04,1.88,Yes,0.224602305422011,12100,Yes,Yes,0.000000
Dollar General,Semora,Person,NC,36.498,-79.148,"Rural (< 5,000)",350,1,28.57,,,38934,8,2.05,1.81,Yes,0.184466019417476,7182,Yes,Yes,
Dollar General,Lawsonville,Rockingham,NC,36.493,-80.231,"Rural (< 5,000)",350,1,28.57,,,89541,19,2.12,2.02,Yes,0.168481477758792,15086,Yes,Yes,
Dollar General,State Road,Surry,NC,36.323,-80.866,"Rural (< 5,000)",350,1,28.57,,,70238,19,2.71,2.58,Yes,0.166918192431447,11724,Yes,Yes,
Dollar General,Zionville,Watauga,NC,36.326,-81.736,"Rural (< 5,000)",350,1,28.57,,,48636,6,1.23,1.04,Yes,0.246833621185953,12005,Yes,Yes,
Dollar General,Boomer,Wilkes,NC,36.068,-81.255,"Rural (< 5,000)",350,1,28.57,,,64649,14,2.17,2.02,Yes,0.164318086900029,10623,Yes,Yes,
Dollar General,Dublin,Bladen,NC,34.659,-78.725,"Rural (< 5,000)",482,1,29.41,0.378,182.0,29221,10,3.42,3.13,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Willard,Pender,NC,34.689,-77.981,"Rural (< 5,000)",340,1,29.41,,,62106,8,1.29,1.13,Yes,0.106930087270151,6641,Yes,Yes,
Dollar General,Catawba,Catawba,NC,35.718,-81.08,"Rural (< 5,000)",622,2,31.1,0.203,126.0,158926,27,1.7,1.58,Yes,0.128210613744762,20376,Yes,Yes,0.000000
Dollar General,Catawba,Catawba,NC,35.651,-81.052,"Rural (< 5,000)",622,2,31.1,0.203,126.0,158926,27,1.7,1.58,Yes,0.128210613744762,20376,Yes,Yes,0.000000
Dollar General,Engelhard,Hyde,NC,35.511,-76.013,"Rural (< 5,000)",230,1,31.45,0.352,81.0,4005,1,2.5,0.0,Yes,0.224219725343321,898,Yes,Yes,0.000000
Dollar General,Atkinson,Pender,NC,34.525,-78.175,"Rural (< 5,000)",487,1,31.55,0.123,60.0,62106,8,1.29,1.14,Yes,0.106930087270151,6641,Yes,Yes,0.000000
Dollar General,Providence,Caswell,NC,36.49,-79.383,"Rural (< 5,000)",300,1,33.33,,,21161,5,2.36,1.92,Yes,0.157128680119087,3325,Yes,Yes,
Dollar General,Bennett,Chatham,NC,35.53,-79.526,"Rural (< 5,000)",273,1,33.33,0.0,0.0,77460,5,0.65,0.52,Yes,0.104712109475859,8111,Yes,Yes,0.000000
Dollar General,Vilas,Watauga,NC,36.237,-81.746,"Rural (< 5,000)",300,1,33.33,,,48636,6,1.23,1.03,Yes,0.246833621185953,12005,Yes,Yes,
Dollar General,Newton Grove,Sampson,NC,35.248,-78.356,"Rural (< 5,000)",558,2,34.25,0.039,22.0,57941,11,1.9,1.57,Yes,0.202395540290986,11727,Yes,Yes,0.000000
Dollar General,Newton Grove,Sampson,NC,35.195,-78.487,"Rural (< 5,000)",558,2,34.25,0.039,22.0,57941,11,1.9,1.57,Yes,0.202395540290986,11727,Yes,Yes,0.000000
Dollar General,Climax,Guilford,NC,35.913,-79.707,"Rural (< 5,000)",291,1,34.36,,,519697,35,0.67,0.65,Yes,0.152219466342888,79108,Yes,Yes,
Dollar General,Cameron,Moore,NC,35.284,-79.106,"Rural (< 5,000)",357,1,34.36,0.126,45.0,101170,15,1.48,1.39,Yes,0.0996046258772363,10077,Yes,Yes,0.000000
Dollar General,Gatesville,Gates,NC,36.411,-76.756,"Rural (< 5,000)",310,1,34.48,0.0,0.0,10238,3,2.93,2.01,Yes,0.118382496581364,1212,Yes,Yes,0.000000
Dollar General,Goldston,Chatham,NC,35.591,-79.326,"Rural (< 5,000)",367,1,34.72,0.003,1.0,77460,5,0.65,0.52,Yes,0.104712109475859,8111,Yes,Yes,0.000000
Dollar General,Harmony,Iredell,NC,35.957,-80.772,"Rural (< 5,000)",811,2,35.09,0.088,71.0,189857,21,1.11,1.01,Yes,0.0909684657400043,17271,Yes,Yes,0.000000
Dollar General,Harmony,Iredell,NC,36.009,-80.839,"Rural (< 5,000)",811,2,35.09,0.088,71.0,189857,21,1.11,1.01,Yes,0.0909684657400043,17271,Yes,Yes,0.000000
